gene_id	family	source	discovery_round	sequence_scope	matched_protein_id	hmmer_score	hmmer_evalue	length	original_family	resolution_group	family_resolution_method	family_resolution_status	nearest_reference_id	nearest_reference_family	meme_status	meme_status_quality_aware	motif_support_quality	singleton_passthrough	meme_evaluable	meme_biological_pass	meme_operational_pass	meme_pass	pfam_pass	pfam_status	stability_pass	selection_annotated	contamination_pass	pfam_gate_active	stability_gate_active	contamination_gate_active	final_pass
GMO.00001179.v1.g117230.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001179.v1.g117230.t1	352.0	1.5e-103	515							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002354.v1.g499720.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002354.v1.g499720.t1	352.0	1.5e-103	515							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g440350.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002288.v1.g440350.t1	351.3	2.5e-103	520							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001798.v1.g245360.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001798.v1.g245360.t1	351.2	2.6e-103	500							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g536150.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g536150.t1	350.1	5.5e-103	516							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g170210.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g170210.t1	348.2	2.2e-102	520							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001059.v1.g100980.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001059.v1.g100980.t1	347.9	2.6e-102	520							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g170190.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g170190.t1	347.6	3.3e-102	527							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001599.v1.g205770.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001599.v1.g205770.t1	346.9	5.3e-102	500							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g440310.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002288.v1.g440310.t1	346.9	5.2e-102	527							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g536160.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g536160.t1	346.9	5.2e-102	501							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g085780.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g085780.t1	346.4	7.5e-102	501							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g478160.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002325.v1.g478160.t1	344.6	2.6e-101	514							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002498.v1.g566900.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002498.v1.g566900.t1	343.2	7.0e-101	529							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g325930.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g325930.t1	342.6	1.1e-100	504							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001599.v1.g207020.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001599.v1.g207020.t1	342.1	1.5e-100	515							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g479740.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002325.v1.g479740.t1	342.1	1.5e-100	530							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g440230.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002288.v1.g440230.t2	342.0	1.6e-100	521							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002176.v1.g328170.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002176.v1.g328170.t1	341.6	2.1e-100	525							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g170100.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g170100.t2	341.5	2.3e-100	521							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000571.v1.g025730.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000571.v1.g025730.t1	341.3	2.6e-100	530							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g536140.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g536140.t1	341.3	2.6e-100	501							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g085800.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g085800.t1	340.7	4.1e-100	500							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001358.v1.g166420.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001358.v1.g166420.t1	340.3	5.4e-100	515							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002495.v1.g561710.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002495.v1.g561710.t1	340.3	5.4e-100	515							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002497.v1.g563230.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002497.v1.g563230.t1	340.1	6.0e-100	529							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002523.v1.g599950.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002523.v1.g599950.t1	340.1	5.9e-100	527							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001309.v1.g145060.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001309.v1.g145060.t1	339.5	9.5e-100	545							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001599.v1.g206960.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001599.v1.g206960.t1	339.5	9.5e-100	545							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001329.v1.g149830.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001329.v1.g149830.t1	338.7	1.6e-99	526							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001309.v1.g145110.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001309.v1.g145110.t1	337.4	4.1e-99	524							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001599.v1.g206900.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001599.v1.g206900.t1	337.4	4.1e-99	524							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001309.v1.g145020.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001309.v1.g145020.t1	337.2	4.5e-99	519							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001330.v1.g151740.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001330.v1.g151740.t1	336.4	8.0e-99	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g536130.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g536130.t1	336.3	8.6e-99	505							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000571.v1.g024850.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000571.v1.g024850.t1	336.1	9.7e-99	532							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002253.v1.g388170.t2	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002253.v1.g388170.t2	335.3	1.7e-98	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001227.v1.g123240.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001227.v1.g123240.t1	334.6	2.8e-98	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002631.v1.g642250.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002631.v1.g642250.t1	334.4	3.2e-98	503							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g428060.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002283.v1.g428060.t1	333.9	4.7e-98	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g480560.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002325.v1.g480560.t1	333.7	5.3e-98	508							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g085810.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g085810.t1	333.5	6.0e-98	505							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g169980.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g169980.t1	333.3	7.2e-98	545							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001343.v1.g157540.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001343.v1.g157540.t1	333.1	8.2e-98	510							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g440250.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002288.v1.g440250.t1	332.9	9.0e-98	528							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g169970.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g169970.t1	332.5	1.2e-97	545							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g170120.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g170120.t1	332.5	1.2e-97	528							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001558.v1.g195700.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001558.v1.g195700.t1	332.4	1.3e-97	512							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002326.v1.g482730.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002326.v1.g482730.t1	332.4	1.3e-97	512							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001385.v1.g177690.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001385.v1.g177690.t1	332.1	1.6e-97	510							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000555.v1.g022830.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000555.v1.g022830.t1	331.7	2.2e-97	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g086230.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g086230.t1	331.4	2.6e-97	521							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002288.v1.g440120.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002288.v1.g440120.t1	331.4	2.7e-97	545							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000567.v1.g024750.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000567.v1.g024750.t1	331.1	3.3e-97	532							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g479000.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002325.v1.g479000.t1	331.1	3.3e-97	532							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002283.v1.g428050.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002283.v1.g428050.t1	330.7	4.4e-97	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g085770.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g085770.t1	330.4	5.2e-97	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g085760.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g085760.t1	330.3	5.7e-97	506							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001376.v1.g170010.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001376.v1.g170010.t1	330.1	6.4e-97	545							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g085730.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g085730.t1	330.0	7.1e-97	506							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g536180.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g536180.t1	329.1	1.3e-96	506							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00001227.v1.g123760.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00001227.v1.g123760.t1	328.6	1.9e-96	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000555.v1.g022790.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000555.v1.g022790.t1	328.3	2.3e-96	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g480490.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002325.v1.g480490.t1	328.2	2.4e-96	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g480530.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002325.v1.g480530.t1	328.2	2.4e-96	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000555.v1.g022740.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000555.v1.g022740.t1	327.8	3.3e-96	503							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002325.v1.g480550.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002325.v1.g480550.t1	327.7	3.6e-96	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000555.v1.g022770.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000555.v1.g022770.t1	327.4	4.2e-96	503							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g536190.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g536190.t1	326.5	8.2e-96	512							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000895.v1.g085750.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000895.v1.g085750.t1	326.0	1.2e-95	512							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002253.v1.g371350.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002253.v1.g371350.t1	325.6	1.5e-95	536							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g536210.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g536210.t1	325.4	1.7e-95	506							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000555.v1.g022800.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000555.v1.g022800.t1	325.3	1.9e-95	513							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002453.v1.g536170.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002453.v1.g536170.t1	324.4	3.5e-95	511							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00000827.v1.g069840.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00000827.v1.g069840.t1	323.8	5.4e-95	509							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
GMO.00002319.v1.g469790.t1	AOS_HPL	proteome_v1_exact	round2	full_length	GMO.00002319.v1.g469790.t1	323.8	5.4e-95	509							confirmed	confirmed	strong_only	False	True	True	True	True	True	complete	True	True	True	True	False	False	True
