gene_id	family	biochemical_context	target_bin	length	score	evalue	source	sequence_scope	discovery_round	matched_protein_id	pfam_hit	full_length_reference_hit	passing_pfam_profiles	passing_full_length_reference_queries	search_route
GMO.00002518.v1.g587560.t1	GST	Conjugation, transfer, and redox chemistry	GST	218	72.3	9.3e-19	proteome_v1_exact	full_length	round1	GMO.00002518.v1.g587560.t1	true	false	PF02798.27		pfam_only
GMO.00002497.v1.g564350.t1	GST	Conjugation, transfer, and redox chemistry	GST	224	72.2	1.1e-18	proteome_v1_exact	full_length	round1	GMO.00002497.v1.g564350.t1	true	false	PF02798.27		pfam_only
GMO.00002498.v1.g565770.t1	GST	Conjugation, transfer, and redox chemistry	GST	224	72.2	1.1e-18	proteome_v1_exact	full_length	round1	GMO.00002498.v1.g565770.t1	true	false	PF02798.27		pfam_only
GMO.00002695.v1.g660470.t1	GST	Conjugation, transfer, and redox chemistry	GST	128	72.1	1.1e-18	proteome_v1_exact	full_length	round1	GMO.00002695.v1.g660470.t1	true	false	PF02798.27		pfam_only
GMO.00000174.v1.g002280.t1	GST	Conjugation, transfer, and redox chemistry	GST	234	71.8	1.3e-18	proteome_v1_exact	full_length	round1	GMO.00000174.v1.g002280.t1	true	false	PF02798.27		pfam_only
GMO.00002453.v1.g539930.t1	GST	Conjugation, transfer, and redox chemistry	GST	233	71.1	2.2e-18	proteome_v1_exact	full_length	round1	GMO.00002453.v1.g539930.t1	true	false	PF02798.27		pfam_only
GMO.00002317.v1.g453370.t1	GST	Conjugation, transfer, and redox chemistry	GST	193	70.9	2.6e-18	proteome_v1_exact	full_length	round1	GMO.00002317.v1.g453370.t1	true	false	PF02798.27		pfam_only
GMO.00002453.v1.g539950.t1	GST	Conjugation, transfer, and redox chemistry	GST	218	70.9	2.6e-18	proteome_v1_exact	full_length	round1	GMO.00002453.v1.g539950.t1	true	false	PF02798.27		pfam_only
GMO.00002582.v1.g624500.t1	GST	Conjugation, transfer, and redox chemistry	GST	218	70.9	2.6e-18	proteome_v1_exact	full_length	round1	GMO.00002582.v1.g624500.t1	true	false	PF02798.27		pfam_only
GMO.00000827.v1.g069560.t1	GST	Conjugation, transfer, and redox chemistry	GST	223	70.8	2.9e-18	proteome_v1_exact	full_length	round1	GMO.00000827.v1.g069560.t1	true	false	PF02798.27		pfam_only
GMO.00002453.v1.g539910.t1	GST	Conjugation, transfer, and redox chemistry	GST	215	70.8	2.7e-18	proteome_v1_exact	full_length	round1	GMO.00002453.v1.g539910.t1	true	false	PF02798.27		pfam_only
GMO.00002582.v1.g624530.t1	GST	Conjugation, transfer, and redox chemistry	GST	215	70.8	2.7e-18	proteome_v1_exact	full_length	round1	GMO.00002582.v1.g624530.t1	true	false	PF02798.27		pfam_only
GMO.00001014.v1.g090940.t1	GST	Conjugation, transfer, and redox chemistry	GST	217	70.3	3.9e-18	proteome_v1_exact	full_length	round1	GMO.00001014.v1.g090940.t1	true	false	PF02798.27		pfam_only
GMO.00001014.v1.g090810.t1	GST	Conjugation, transfer, and redox chemistry	GST	217	70.0	5e-18	proteome_v1_exact	full_length	round1	GMO.00001014.v1.g090810.t1	true	false	PF02798.27		pfam_only
GMO.00002518.v1.g587530.t1	GST	Conjugation, transfer, and redox chemistry	GST	217	70.0	5e-18	proteome_v1_exact	full_length	round1	GMO.00002518.v1.g587530.t1	true	false	PF02798.27		pfam_only
GMO.00002453.v1.g539940.t1	GST	Conjugation, transfer, and redox chemistry	GST	222	69.9	5.3e-18	proteome_v1_exact	full_length	round1	GMO.00002453.v1.g539940.t1	true	false	PF02798.27		pfam_only
GMO.00002650.v1.g653390.t1	GST	Conjugation, transfer, and redox chemistry	GST	85	69.9	5.5e-18	proteome_v1_exact	full_length	round1	GMO.00002650.v1.g653390.t1	true	false	PF02798.27		pfam_only
GMO.00002319.v1.g469460.t1	GST	Conjugation, transfer, and redox chemistry	GST	223	69.5	7.1e-18	proteome_v1_exact	full_length	round1	GMO.00002319.v1.g469460.t1	true	false	PF02798.27		pfam_only
GMO.00002453.v1.g539920.t1	GST	Conjugation, transfer, and redox chemistry	GST	216	69.0	1e-17	proteome_v1_exact	full_length	round1	GMO.00002453.v1.g539920.t1	true	false	PF02798.27		pfam_only
GMO.00002582.v1.g624520.t1	GST	Conjugation, transfer, and redox chemistry	GST	216	69.0	1e-17	proteome_v1_exact	full_length	round1	GMO.00002582.v1.g624520.t1	true	false	PF02798.27		pfam_only
GMO.00000937.v1.g087890.t1	GST	Conjugation, transfer, and redox chemistry	GST	226	68.6	1.4e-17	proteome_v1_exact	full_length	round1	GMO.00000937.v1.g087890.t1	true	false	PF02798.27		pfam_only
GMO.00002284.v1.g433120.t2	GST	Conjugation, transfer, and redox chemistry	GST	226	67.9	2.3e-17	proteome_v1_exact	full_length	round1	GMO.00002284.v1.g433120.t2	true	false	PF02798.27		pfam_only
GMO.00000937.v1.g087860.t1	GST	Conjugation, transfer, and redox chemistry	GST	226	67.7	2.7e-17	proteome_v1_exact	full_length	round1	GMO.00000937.v1.g087860.t1	true	false	PF02798.27		pfam_only
GMO.00002284.v1.g433160.t1	GST	Conjugation, transfer, and redox chemistry	GST	226	67.7	2.7e-17	proteome_v1_exact	full_length	round1	GMO.00002284.v1.g433160.t1	true	false	PF02798.27		pfam_only
GMO.00002582.v1.g624560.t1	GST	Conjugation, transfer, and redox chemistry	GST	218	67.7	2.7e-17	proteome_v1_exact	full_length	round1	GMO.00002582.v1.g624560.t1	true	false	PF02798.27		pfam_only
GMO.00002453.v1.g539890.t1	GST	Conjugation, transfer, and redox chemistry	GST	218	67.6	2.8e-17	proteome_v1_exact	full_length	round1	GMO.00002453.v1.g539890.t1	true	false	PF02798.27		pfam_only
GMO.00002453.v1.g539900.t1	GST	Conjugation, transfer, and redox chemistry	GST	214	67.0	4.4e-17	proteome_v1_exact	full_length	round1	GMO.00002453.v1.g539900.t1	true	false	PF02798.27		pfam_only
GMO.00000719.v1.g050990.t1	GST	Conjugation, transfer, and redox chemistry	GST	215	66.9	4.7e-17	proteome_v1_exact	full_length	round1	GMO.00000719.v1.g050990.t1	true	false	PF02798.27		pfam_only
GMO.00002582.v1.g624550.t1	GST	Conjugation, transfer, and redox chemistry	GST	214	66.9	4.6e-17	proteome_v1_exact	full_length	round1	GMO.00002582.v1.g624550.t1	true	false	PF02798.27		pfam_only
GMO.00002276.v1.g411030.t1	GST	Conjugation, transfer, and redox chemistry	GST	215	66.6	5.6e-17	proteome_v1_exact	full_length	round1	GMO.00002276.v1.g411030.t1	true	false	PF02798.27		pfam_only
GMO.00000697.v1.g048120.t1	GST	Conjugation, transfer, and redox chemistry	GST	231	66.2	7.9e-17	proteome_v1_exact	full_length	round1	GMO.00000697.v1.g048120.t1	true	false	PF02798.27		pfam_only
GMO.00002291.v1.g445250.t1	GST	Conjugation, transfer, and redox chemistry	GST	231	66.2	7.9e-17	proteome_v1_exact	full_length	round1	GMO.00002291.v1.g445250.t1	true	false	PF02798.27		pfam_only
GMO.00002317.v1.g453380.t1	GST	Conjugation, transfer, and redox chemistry	GST	225	65.8	1e-16	proteome_v1_exact	full_length	round1	GMO.00002317.v1.g453380.t1	true	false	PF02798.27		pfam_only
GMO.00001050.v1.g096440.t1	GST	Conjugation, transfer, and redox chemistry	GST	225	65.1	1.7e-16	proteome_v1_exact	full_length	round1	GMO.00001050.v1.g096440.t1	true	false	PF02798.27		pfam_only
GMO.00001180.v1.g117650.t1	GST	Conjugation, transfer, and redox chemistry	GST	219	64.8	2.1e-16	proteome_v1_exact	full_length	round1	GMO.00001180.v1.g117650.t1	true	false	PF02798.27		pfam_only
GMO.00002253.v1.g378300.t1	GST	Conjugation, transfer, and redox chemistry	GST	223	64.8	2.1e-16	proteome_v1_exact	full_length	round1	GMO.00002253.v1.g378300.t1	true	false	PF02798.27		pfam_only
GMO.00002354.v1.g500180.t1	GST	Conjugation, transfer, and redox chemistry	GST	219	64.8	2.1e-16	proteome_v1_exact	full_length	round1	GMO.00002354.v1.g500180.t1	true	false	PF02798.27		pfam_only
GMO.00002603.v1.g632760.t1	GST	Conjugation, transfer, and redox chemistry	GST	230	64.5	2.5e-16	proteome_v1_exact	full_length	round1	GMO.00002603.v1.g632760.t1	true	false	PF02798.27		pfam_only
GMO.00002534.v1.g606830.t1	GST	Conjugation, transfer, and redox chemistry	GST	231	64.4	2.8e-16	proteome_v1_exact	full_length	round1	GMO.00002534.v1.g606830.t1	true	false	PF02798.27		pfam_only
GMO.00002568.v1.g622150.t1	GST	Conjugation, transfer, and redox chemistry	GST	231	64.4	2.7e-16	proteome_v1_exact	full_length	round1	GMO.00002568.v1.g622150.t1	true	false	PF02798.27		pfam_only
GMO.00002523.v1.g603160.t1	GST	Conjugation, transfer, and redox chemistry	GST	225	64.3	2.9e-16	proteome_v1_exact	full_length	round1	GMO.00002523.v1.g603160.t1	true	false	PF02798.27		pfam_only
GMO.00002523.v1.g603170.t1	GST	Conjugation, transfer, and redox chemistry	GST	225	64.3	3e-16	proteome_v1_exact	full_length	round1	GMO.00002523.v1.g603170.t1	true	false	PF02798.27		pfam_only
GMO.00000720.v1.g052220.t1	GST	Conjugation, transfer, and redox chemistry	GST	238	64.1	3.5e-16	proteome_v1_exact	full_length	round1	GMO.00000720.v1.g052220.t1	true	false	PF02798.27		pfam_only
GMO.00002767.v1.g678310.t1	GST	Conjugation, transfer, and redox chemistry	GST	238	64.0	3.7e-16	proteome_v1_exact	full_length	round1	GMO.00002767.v1.g678310.t1	true	false	PF02798.27		pfam_only
GMO.00002176.v1.g338050.t1	GST	Conjugation, transfer, and redox chemistry	GST	224	63.7	4.8e-16	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g338050.t1	true	false	PF02798.27		pfam_only
GMO.00002291.v1.g445260.t1	GST	Conjugation, transfer, and redox chemistry	GST	232	63.7	4.6e-16	proteome_v1_exact	full_length	round1	GMO.00002291.v1.g445260.t1	true	false	PF02798.27		pfam_only
GMO.00002695.v1.g660460.t1	GST	Conjugation, transfer, and redox chemistry	GST	224	63.1	7.1e-16	proteome_v1_exact	full_length	round1	GMO.00002695.v1.g660460.t1	true	false	PF02798.27		pfam_only
GMO.00000174.v1.g002290.t1	GST	Conjugation, transfer, and redox chemistry	GST	224	62.0	1.6e-15	proteome_v1_exact	full_length	round1	GMO.00000174.v1.g002290.t1	true	false	PF02798.27		pfam_only
GMO.00000697.v1.g048130.t1	GST	Conjugation, transfer, and redox chemistry	GST	232	61.4	2.4e-15	proteome_v1_exact	full_length	round1	GMO.00000697.v1.g048130.t1	true	false	PF02798.27		pfam_only
GMO.00001050.v1.g096430.t1	GST	Conjugation, transfer, and redox chemistry	GST	225	61.0	3.3e-15	proteome_v1_exact	full_length	round1	GMO.00001050.v1.g096430.t1	true	false	PF02798.27		pfam_only
GMO.00001573.v1.g199890.t1	GST	Conjugation, transfer, and redox chemistry	GST	228	60.6	4.2e-15	proteome_v1_exact	full_length	round1	GMO.00001573.v1.g199890.t1	true	false	PF02798.27		pfam_only
GMO.00002336.v1.g487520.t1	GST	Conjugation, transfer, and redox chemistry	GST	228	60.6	4.2e-15	proteome_v1_exact	full_length	round1	GMO.00002336.v1.g487520.t1	true	false	PF02798.27		pfam_only
GMO.00001490.v1.g184070.t1	GST	Conjugation, transfer, and redox chemistry	GST	230	57.7	3.4e-14	proteome_v1_exact	full_length	round1	GMO.00001490.v1.g184070.t1	true	false	PF02798.27		pfam_only
GMO.00002253.v1.g372260.t1	GST	Conjugation, transfer, and redox chemistry	GST	418	56.9	6.1e-14	proteome_v1_exact	full_length	round1	GMO.00002253.v1.g372260.t1	true	false	PF02798.27		pfam_only
GMO.00001513.v1.g191250.t1	GST	Conjugation, transfer, and redox chemistry	GST	419	56.8	6.7e-14	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g191250.t1	true	false	PF02798.27		pfam_only
GMO.00002326.v1.g482460.t1	GST	Conjugation, transfer, and redox chemistry	GST	230	56.8	6.8e-14	proteome_v1_exact	full_length	round1	GMO.00002326.v1.g482460.t1	true	false	PF02798.27		pfam_only
GMO.00002356.v1.g506090.t1	GST	Conjugation, transfer, and redox chemistry	GST	419	56.8	6.7e-14	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g506090.t1	true	false	PF02798.27		pfam_only
GMO.00002271.v1.g399560.t1	CSCBL_like	Sulfur release and comparative reference architectures	CSCBL-like	468	489.1	1.9e-145	proteome_v1_exact	full_length	round1	GMO.00002271.v1.g399560.t1	true	false	PF01053.27		pfam_only
GMO.00000743.v1.g064290.t1	CSCBL_like	Sulfur release and comparative reference architectures	CSCBL-like	468	488.0	4.1e-145	proteome_v1_exact	full_length	round1	GMO.00000743.v1.g064290.t1	true	false	PF01053.27		pfam_only
GMO.00001343.v1.g162120.t1	CSCBL_like	Sulfur release and comparative reference architectures	CSCBL-like	542	457.9	6e-136	proteome_v1_exact	full_length	round1	GMO.00001343.v1.g162120.t1	true	false	PF01053.27		pfam_only
GMO.00001385.v1.g173130.t1	CSCBL_like	Sulfur release and comparative reference architectures	CSCBL-like	542	457.9	6e-136	proteome_v1_exact	full_length	round1	GMO.00001385.v1.g173130.t1	true	false	PF01053.27		pfam_only
GMO.00001695.v1.g225230.t1	CSCBL_like	Sulfur release and comparative reference architectures	CSCBL-like	448	285.6	1.3e-83	proteome_v1_exact	full_length	round1	GMO.00001695.v1.g225230.t1	true	false	PF01053.27		pfam_only
GMO.00002556.v1.g618800.t1	CSCBL_like	Sulfur release and comparative reference architectures	CSCBL-like	448	285.6	1.3e-83	proteome_v1_exact	full_length	round1	GMO.00002556.v1.g618800.t1	true	false	PF01053.27		pfam_only
GMO.00002317.v1.g452520.t1	LF_synthase	Sulfur release and comparative reference architectures	Lachrymatory-factor synthase	186	73.0	8.8e-19	proteome_v1_exact	full_length	round1	GMO.00002317.v1.g452520.t1	true	false	PF10604.16		pfam_only
GMO.00002695.v1.g661350.t1	LF_synthase	Sulfur release and comparative reference architectures	Lachrymatory-factor synthase	186	73.0	8.8e-19	proteome_v1_exact	full_length	round1	GMO.00002695.v1.g661350.t1	true	false	PF10604.16		pfam_only
GMO.00001607.v1.g209960.t1	LF_synthase	Sulfur release and comparative reference architectures	Lachrymatory-factor synthase	170	70.7	4.3e-18	proteome_v1_exact	full_length	round1	GMO.00001607.v1.g209960.t1	true	false	PF10604.16		pfam_only
GMO.00001111.v1.g112310.t1	LF_synthase	Sulfur release and comparative reference architectures	Lachrymatory-factor synthase	193	69.8	8.3e-18	proteome_v1_exact	full_length	round1	GMO.00001111.v1.g112310.t1	true	false	PF10604.16		pfam_only
GMO.00000574.v1.g031970.t1	LF_synthase	Sulfur release and comparative reference architectures	Lachrymatory-factor synthase	170	69.2	1.2e-17	proteome_v1_exact	full_length	round1	GMO.00000574.v1.g031970.t1	true	false	PF10604.16		pfam_only
GMO.00000574.v1.g027720.t1	LF_synthase	Sulfur release and comparative reference architectures	Lachrymatory-factor synthase	205	67.9	3.2e-17	proteome_v1_exact	full_length	round1	GMO.00000574.v1.g027720.t1	true	false	PF10604.16		pfam_only
GMO.00002345.v1.g494660.t1	LF_synthase	Sulfur release and comparative reference architectures	Lachrymatory-factor synthase	205	67.9	3.2e-17	proteome_v1_exact	full_length	round1	GMO.00002345.v1.g494660.t1	true	false	PF10604.16		pfam_only
GMO.00002253.v1.g383580.t1	LF_synthase	Sulfur release and comparative reference architectures	Lachrymatory-factor synthase	173	62.8	1.2e-15	proteome_v1_exact	full_length	round1	GMO.00002253.v1.g383580.t1	true	false	PF10604.16		pfam_only
GMO.00002216.v1.g345800.t1	LOX	Oxylipin and volatile-product chemistry	LOX	861	1075.9	0.0	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345800.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00001513.v1.g189860.t1	LOX	Oxylipin and volatile-product chemistry	LOX	917	1069.4	0.0	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189860.t1	true	false	PF00305.25		pfam_only
GMO.00002356.v1.g504640.t1	LOX	Oxylipin and volatile-product chemistry	LOX	917	1069.0	0.0	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504640.t1	true	false	PF00305.25		pfam_only
GMO.00002216.v1.g345670.t1	LOX	Oxylipin and volatile-product chemistry	LOX	956	1059.5	1.7e-317	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345670.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002216.v1.g345790.t1	LOX	Oxylipin and volatile-product chemistry	LOX	872	1058.1	4.8e-317	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345790.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00001513.v1.g189850.t1	LOX	Oxylipin and volatile-product chemistry	LOX	907	1057.9	5e-317	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189850.t1	true	false	PF00305.25		pfam_only
GMO.00002356.v1.g504630.t1	LOX	Oxylipin and volatile-product chemistry	LOX	909	1057.9	5e-317	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504630.t1	true	false	PF00305.25		pfam_only
GMO.00002216.v1.g345780.t1	LOX	Oxylipin and volatile-product chemistry	LOX	803	1054.2	6.7e-316	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345780.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00001513.v1.g189840.t1	LOX	Oxylipin and volatile-product chemistry	LOX	931	1052.8	1.8e-315	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189840.t1	true	false	PF00305.25		pfam_only
GMO.00001016.v1.g092500.t1	LOX	Oxylipin and volatile-product chemistry	LOX	860	1052.4	2.5e-315	proteome_v1_exact	full_length	round1	GMO.00001016.v1.g092500.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002516.v1.g581300.t1	LOX	Oxylipin and volatile-product chemistry	LOX	860	1051.9	3.5e-315	proteome_v1_exact	full_length	round1	GMO.00002516.v1.g581300.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002356.v1.g504770.t1	LOX	Oxylipin and volatile-product chemistry	LOX	923	1051.5	4.6e-315	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504770.t1	true	false	PF00305.25		pfam_only
GMO.00001513.v1.g189890.t1	LOX	Oxylipin and volatile-product chemistry	LOX	923	1051.0	6.2e-315	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189890.t1	true	false	PF00305.25		pfam_only
GMO.00000571.v1.g025000.t1	LOX	Oxylipin and volatile-product chemistry	LOX	936	1046.0	2.1e-313	proteome_v1_exact	full_length	round1	GMO.00000571.v1.g025000.t1	true	false	PF00305.25		pfam_only
GMO.00002325.v1.g479150.t1	LOX	Oxylipin and volatile-product chemistry	LOX	936	1046.0	2.1e-313	proteome_v1_exact	full_length	round1	GMO.00002325.v1.g479150.t1	true	false	PF00305.25		pfam_only
GMO.00002176.v1.g331990.t1	LOX	Oxylipin and volatile-product chemistry	LOX	873	1044.0	8.2e-313	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g331990.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002216.v1.g345680.t1	LOX	Oxylipin and volatile-product chemistry	LOX	849	1041.4	5.1e-312	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g345680.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002319.v1.g466540.t1	LOX	Oxylipin and volatile-product chemistry	LOX	932	1039.4	2.1e-311	proteome_v1_exact	full_length	round1	GMO.00002319.v1.g466540.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002415.v1.g519410.t1	LOX	Oxylipin and volatile-product chemistry	LOX	932	1039.4	2.1e-311	proteome_v1_exact	full_length	round1	GMO.00002415.v1.g519410.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002216.v1.g362160.t1	LOX	Oxylipin and volatile-product chemistry	LOX	876	1035.9	2.4e-310	proteome_v1_exact	full_length	round1	GMO.00002216.v1.g362160.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002176.v1.g311800.t1	LOX	Oxylipin and volatile-product chemistry	LOX	869	1035.6	3e-310	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g311800.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00002226.v1.g367190.t1	LOX	Oxylipin and volatile-product chemistry	LOX	876	1035.5	3.2e-310	proteome_v1_exact	full_length	round1	GMO.00002226.v1.g367190.t1	true	false	PF00305.25;PF01477.29		pfam_only
GMO.00001513.v1.g189910.t1	LOX	Oxylipin and volatile-product chemistry	LOX	929	1034.6	6.1e-310	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189910.t1	true	false	PF00305.25		pfam_only
GMO.00002356.v1.g504750.t1	LOX	Oxylipin and volatile-product chemistry	LOX	929	1029.5	2.1e-308	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504750.t1	true	false	PF00305.25		pfam_only
GMO.00001513.v1.g189920.t1	LOX	Oxylipin and volatile-product chemistry	LOX	927	1003.4	1.7e-300	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189920.t1	true	false	PF00305.25		pfam_only
GMO.00002356.v1.g504740.t1	LOX	Oxylipin and volatile-product chemistry	LOX	929	1001.3	7.1e-300	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504740.t1	true	false	PF00305.25		pfam_only
GMO.00001513.v1.g189930.t1	LOX	Oxylipin and volatile-product chemistry	LOX	929	993.9	1.2e-297	proteome_v1_exact	full_length	round1	GMO.00001513.v1.g189930.t1	true	false	PF00305.25		pfam_only
GMO.00002356.v1.g504730.t1	LOX	Oxylipin and volatile-product chemistry	LOX	927	993.1	2.2e-297	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504730.t1	true	false	PF00305.25		pfam_only
GMO.00002356.v1.g504600.t1	LOX	Oxylipin and volatile-product chemistry	LOX	580	882.1	8.5e-264	proteome_v1_exact	full_length	round1	GMO.00002356.v1.g504600.t1	true	false	PF00305.25		pfam_only
GMO.00002218.v1.g365940.t1	LOX	Oxylipin and volatile-product chemistry	LOX	841	799.4	8.9e-239	proteome_v1_exact	full_length	round1	GMO.00002218.v1.g365940.t1	true	false	PF00305.25		pfam_only
GMO.00000789.v1.g067900.t1	LOX	Oxylipin and volatile-product chemistry	LOX	274	414.6	2.5e-122	proteome_v1_exact	full_length	round1	GMO.00000789.v1.g067900.t1	true	false	PF00305.25		pfam_only
GMO.00002176.v1.g311790.t2	LOX	Oxylipin and volatile-product chemistry	LOX	171	211.0	9.9e-61	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g311790.t2	true	false	PF00305.25		pfam_only
GMO.00002176.v1.g311810.t1	LOX	Oxylipin and volatile-product chemistry	LOX	171	210.8	1.2e-60	proteome_v1_exact	full_length	round1	GMO.00002176.v1.g311810.t1	true	false	PF00305.25		pfam_only
